"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Alitheia IDF","Impact / DFI","Gender-lens private equity fund (African SMEs led by gender-diverse teams)","Nigeria","Lagos (also Johannesburg)","https://www.alitheiaidf.com","https://ng.linkedin.com/company/alitheia-idf","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","info@alitheiaidf.com","https://www.alitheiaidf.com/","Africa's first dedicated gender-lens investing fund (US$100m final close, EIB-supported); invests in and grows SMEs led by gender-diverse teams or serving women, in consumer goods, agribusiness, health, education and financial services","Health is an in-scope sector; specific health holdings – TO VALIDATE on portfolio page","Technology-enabled SMEs, not a pure tech fund","Nigeria, Ghana, South Africa, Lesotho, Zambia, Zimbabwe (prior knowledge on country list – TO VALIDATE)","Growth-stage SMEs (post-revenue)","US$1m–US$5m (ESTIMATE, prior knowledge)","US$100m final close (official blog)","Women-led SMEs across agribusiness and consumer sectors (official blog); health names TO VALIDATE","Tokunboh Ishmael – confirm on team page","Co-founder & Managing Director (Polo Leteka, Co-founder, also listed – confirm)","https://www.alitheiaidf.com/","Email info@alitheiaidf.com or website contact form","Possible – via Lagos women-in-business networks or EIB/Soros Economic Development Fund LP ecosystem","https://www.alitheiaidf.com/;https://www.alitheiaidf.com/blog/alitheiaidf-close;https://www.soroseconomicdevelopmentfund.org/investments/alitheia-idf-fund-lp;https://vc4a.com/alitheia-idf/","2026-09-07","No phone published for the IDF fund; a +234 number found belongs to Alitheia Real Estate (different entity) and is NOT recorded. Ticket and country list are prior knowledge.","A Nigeria-based gender-lens fund whose thesis (businesses serving women) maps directly onto a maternal-health platform for Nigerian women.","Alitheia IDF is a growth-stage PE fund writing US$1m+ cheques into revenue-generating African SMEs, so a pre-formation UK company is several stages too early.","Treat as a later-stage relationship: share the maternal-health thesis and Ekiti pathway now and ask to be introduced to their women's-health portfolio or network for pilot partners.","12","4","6","8","11","8","3","7","0","1","1","1","1","1","1"
"Flat6Labs","Venture Capital","Accelerator fund (MENA/North Africa seed programmes investing cash for equity)","Egypt","Cairo/Giza (also Tunis, Jeddah, Bahrain, Amman, Abu Dhabi, Beirut)","https://flat6labs.com","https://www.linkedin.com/company/flat6labs","","+20 235685856","","http://flat6labs.com/stay-connected/","VERIFIED 2026-09-07 (source in phone_source_url)","cairo@flat6labs.com","info@flat6labs.com","http://flat6labs.com/stay-connected/","Seed-stage accelerator programmes and seed funds across MENA and North Africa (Egypt, Tunisia, Saudi, Bahrain, Jordan, Lebanon); invests cash for equity in cohorts","Sector-agnostic; health-tech startups have been accelerated (prior knowledge – TO VALIDATE)","Software, fintech, health-tech, edtech, AI","MENA and North Africa; limited Sub-Saharan Africa presence","Pre-seed / Seed (accelerator)","US$50k–US$150k per cohort startup plus follow-on (ESTIMATE, prior knowledge)","Multiple country seed funds (e.g. Egypt Seed Fund, Africa Seed Fund) – sizes TO VALIDATE","MENA health-tech cohort companies – TO VALIDATE","Ramez El-Serafy – confirm on about page","CEO","http://flat6labs.com/about/","Apply https://flat6labs.com/apply-now/ or founder form https://flat6labs.com/contact-founder-form/; Cairo office +20 235685856, cairo@flat6labs.com; Tunis +216 58529161","Possible – via Sawari Ventures (Flat6Labs Cairo partner) or programme alumni","http://flat6labs.com/stay-connected/;https://flat6labs.com/locations/;https://flat6labs.com/apply-now/;https://flat6labs.com/contact-founder-form/;http://flat6labs.com/about/","2026-09-07","Phones and emails verified on official 'Stay connected' page. Geographic fit is weak: programmes require founders to join in-country cohorts in MENA.","A cash-investing accelerator with the right cheque size for a pre-seed team, relevant only if Vytalix adds an Egypt/North Africa maternal-health track.","Flat6Labs programmes are country-cohort based in MENA, so a UK-first company targeting Nigeria has no natural programme to join.","Park unless a North Africa expansion is planned; if so, apply to the Egypt programme with an Arabic-capable MaternaLink care-coordination pilot.","9","14","12","5","6","3","4","5","3","2","1","1","1","1","1"
"Norrsken22","Venture Capital","Africa growth-stage tech fund (Series A/B)","South Africa","Cape Town (Nairobi, Lagos; Norrsken Foundation, Stockholm)","https://norrsken22.com","https://www.linkedin.com/company/norrsken22","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Growth-stage African tech (fintech, marketplaces, edtech, health-tech, SaaS); ~US$205m fund closed 2023 backed by Norrsken Foundation and unicorn founders (prior knowledge)","Health-tech in scope but portfolio is fintech/marketplace heavy – TO VALIDATE","Scaled software platforms","Pan-African (Nigeria, Kenya, South Africa, Egypt, Ghana)","Series A and B","US$3m–US$15m (ESTIMATE, prior knowledge)","~US$205m (2023 final close – prior knowledge)","Sabi, Autochek, Raenest (prior knowledge – TO VALIDATE); no maternal-health names known","Natalie Kolbe – confirm on team page","Managing Partner (Lexi Novitske, General Partner, also listed – confirm on team page)","https://norrsken22.com","Website contact page / LinkedIn to named partner","Possible – via Norrsken House Kigali/Stockholm community","https://norrsken22.com","Unverified (prior knowledge)","Growth fund; recorded for completeness of the Africa VC map, not for the first round.","The largest Africa-dedicated growth fund with a Norrsken impact heritage, relevant only as a Series A/B target after MaternaLink has state-level contracts.","Norrsken22 writes US$3m+ cheques into companies with proven revenue, so a pre-seed UK entity with no product in production is not investable.","Track only: share milestone updates via LinkedIn to the partners and approach after a paid pilot and a seed round.","9","3","3","8","8","3","2","8","0","1","1","0","1","1","1"
"4DX Ventures","Venture Capital","Pan-African seed to Series B VC","United States","New York (also Accra and Lagos – prior knowledge)","https://www.4dxventures.com","https://www.linkedin.com/company/4dx-ventures","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Pan-African technology companies from seed to Series B in fintech, health-tech, logistics and marketplaces (prior knowledge)","Yes – has backed African health-tech (mPharma – prior knowledge, TO VALIDATE)","Software platforms, fintech, health-tech","Pan-African (Ghana, Nigeria, Kenya, Egypt, South Africa)","Seed to Series B","US$500k–US$5m (ESTIMATE, prior knowledge)","Fund II ~US$60m+ (ESTIMATE, prior knowledge)","mPharma, Flutterwave, Andela, Sokowatch/Wasoko (prior knowledge – TO VALIDATE)","Walter Baddoo – confirm on team page","Co-founder & General Partner (Peter Orth, Co-founder & General Partner, also listed – confirm)","https://www.4dxventures.com","Website contact page or LinkedIn to a general partner","Possible – via Ghana/Nigeria health-tech founders (mPharma network)","https://www.4dxventures.com","Unverified (prior knowledge)","Ticket, fund size and portfolio are prior knowledge.","A pan-African fund with a track record in African pharmacy/health-tech that can co-lead a seed once MaternaLink has a Nigerian pilot.","4DX prefers founders based in Africa with early revenue, and Vytalix has neither an African base nor a signed pilot.","Approach after the Ekiti outcome is known, positioning MaternaLink as care-coordination infrastructure that complements pharmacy and insurance platforms in their portfolio.","12","9","10","8","10","6","2","8","0","1","1","0","1","1","1"
"Golden Palm Investments","Venture Capital","Africa-focused early-stage investment firm","Ghana","Accra (also New York – prior knowledge)","https://www.goldenpalminvestments.com","https://www.linkedin.com/company/golden-palm-investments","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage technology and healthcare companies in Africa; also real estate and agri interests (prior knowledge)","Yes – early backer of mPharma (prior knowledge – TO VALIDATE)","Tech-enabled businesses","West Africa (Ghana, Nigeria) and pan-African","Seed to Series A","US$100k–US$1m (ESTIMATE, prior knowledge)","Not publicly stated (prior knowledge)","mPharma, Andela, Flutterwave (prior knowledge – TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact page; LinkedIn company page","Possible – via Ghana health-tech founders","https://www.goldenpalminvestments.com","Unverified (prior knowledge)","Low public information; verify current investing activity before outreach.","A West Africa-rooted early-stage investor with a health-tech exit story (mPharma), giving it appetite for Nigeria/Ghana health platforms.","Opaque, relationship-driven firm with little public deal flow process, and Vytalix has no Ghana/Nigeria operating presence to anchor an introduction.","Seek a warm introduction through Ghanaian health-tech founders rather than cold outreach, leading with the Nigeria maternal-health pathway.","12","10","11","8","8","6","1","6","0","0","0","0","1","1","0"
"Enza Capital","Venture Capital","Africa early-stage VC (seed to Series A)","Kenya","Nairobi","https://www.enza.capital","https://www.linkedin.com/company/enza-capital","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage technology companies solving high-value problems in Africa: logistics, fintech, health, climate, future of work (prior knowledge)","Health is a named theme; specific health-tech holdings – TO VALIDATE","Software, AI, platforms","Pan-African, East Africa and Nigeria emphasis","Seed to Series A","US$100k–US$2m (ESTIMATE, prior knowledge)","~US$60m across funds (ESTIMATE, prior knowledge)","Health-tech names – TO VALIDATE on portfolio page","Mike Mompi – confirm on team page","Co-founder & Managing Partner (John Lazar, Co-founder, also listed – confirm)","https://www.enza.capital","Website contact/pitch page; LinkedIn to managing partner","Possible – John Lazar is a UK-based tech leader (former Metaswitch) and a bridge to the UK ecosystem","https://www.enza.capital","Unverified (prior knowledge)","Co-founder John Lazar's UK links make this fund unusually reachable from London.","A Nairobi fund with a UK co-founder and a health theme, which can bridge Vytalix's UK domicile and its African maternal-health ambition.","Enza backs full-time founders with African operations and early revenue, and Vytalix's founder commitment and MaternaLink ownership are still undocumented.","Use the UK angle (John Lazar) for a warm intro and pitch MaternaLink's Kenya/Nigeria care-coordination model as a seed candidate after a pilot LOI.","12","12","12","8","9","5","3","7","0","1","1","0","1","1","1"
"Raba Partnership","Venture Capital","Pan-African pre-seed/seed VC","United States","San Francisco / Lagos / Nairobi (prior knowledge)","https://www.raba.com","https://www.linkedin.com/company/raba-partnership","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Earliest-stage technology companies in Africa across fintech, infrastructure, SaaS and health (prior knowledge)","Health-tech in scope; specific names – TO VALIDATE","Software infrastructure, fintech, AI","Pan-African (Nigeria, Kenya, Egypt, South Africa)","Pre-seed and Seed","US$250k–US$1.5m (ESTIMATE, prior knowledge)","Not publicly disclosed (prior knowledge)","Flutterwave, Paystack (prior knowledge – TO VALIDATE); health names TO VALIDATE","George Rzepecki – confirm on website","Founder & Managing Partner","https://www.raba.com","Website; LinkedIn to founder (no public pitch form known)","Possible – via Nigerian fintech founder network","https://www.raba.com","Unverified (prior knowledge)","Low-profile firm; verify current fund and contact route before outreach.","An early-stage Africa investor with high-conviction pre-seed cheques and a Lagos presence that can back MaternaLink's Nigeria track early.","Raba backs technical founding teams building in Africa, and Vytalix has no in-house engineering and an unclear relationship to the prototype's developer.","Only approach once the technical team and MaternaLink IP are formalised, then pitch the Nigeria maternal care-coordination platform as infrastructure for state health systems.","11","13","12","8","7","5","2","7","0","0","1","0","1","1","1"
"CRE Venture Capital","Venture Capital","Pan-African Series A/B VC","United States","New York (also Lagos – prior knowledge)","https://www.cre.vc","https://www.linkedin.com/company/cre-venture-capital","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Technology-enabled companies in Africa at Series A and beyond, occasionally seed (prior knowledge)","Health-tech in scope; specific names – TO VALIDATE","Software platforms","Pan-African (Nigeria, South Africa, Kenya, Egypt)","Series A and B (some seed)","US$1m–US$5m (ESTIMATE, prior knowledge)","Not publicly disclosed (prior knowledge)","Andela, Flutterwave, Yoco (prior knowledge – TO VALIDATE)","Pardon Makumbe – confirm on team page","Co-founder & Managing Partner (Pule Taukobong, Co-founder, also listed – confirm)","https://www.cre.vc","Website contact page; LinkedIn to managing partner","Possible – via Lagos tech founder network","https://www.cre.vc","Unverified (prior knowledge)","Series A focus; later-round relationship.","A well-networked pan-African Series A investor that can lead MaternaLink's growth round once government contracts exist.","CRE's stage and cheque size are far beyond a pre-formation company with no revenue.","Track only; build the relationship through milestone updates and approach after a seed round and first paid deployments.","10","5","6","8","8","4","2","7","0","1","1","0","1","1","1"
"Oui Capital","Venture Capital","Africa pre-seed/seed VC (Nigeria-led)","Nigeria","Lagos (also US – prior knowledge)","https://www.ouicapital.vc","https://www.linkedin.com/company/oui-capital","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Pre-seed and seed technology startups across Africa in fintech, B2B commerce, health and other sectors; early investor in Moniepoint (prior knowledge)","Health-tech eligible; specific health investees – TO VALIDATE","Software, fintech, marketplaces","Pan-African with Nigeria emphasis","Pre-seed and Seed","US$150k–US$500k (ESTIMATE, prior knowledge)","Fund II ~US$30m target (ESTIMATE, prior knowledge)","Moniepoint, Duplo, Maad (prior knowledge – TO VALIDATE); health names TO VALIDATE","Olu Oyinsan – confirm on team page","Managing Partner","https://www.ouicapital.vc","Website pitch/contact page; LinkedIn to managing partner","Possible – via Lagos founder network","https://www.ouicapital.vc","Unverified (prior knowledge)","Ticket and fund details are prior knowledge.","A Nigeria-led pre-seed fund with the right cheque size and deep Lagos networks for MaternaLink's Nigeria go-to-market.","Oui Capital wants Nigeria-operating founders with an MVP and early traction, and Vytalix's Nigerian presence is an unaccepted proposal plus an undocumented partner relationship.","Pitch the Nigeria maternal care-coordination platform with a Nigerian operating entity and a named local co-founder, targeting a pre-seed cheque alongside UK angels.","11","14","13","8","9","5","3","7","0","1","1","0","1","1","1"
"Aruwa Capital Management","Impact / DFI","Gender-lens early-growth equity fund (Nigeria, Ghana)","Nigeria","Lagos","https://www.aruwacapital.com","https://www.linkedin.com/company/aruwa-capital-management","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-growth equity in businesses in Nigeria and Ghana that are women-led or serve women, across healthcare, consumer, fintech and essential services (prior knowledge)","Healthcare is a named sector; specific holdings – TO VALIDATE","Tech-enabled SMEs, not software-only","Nigeria and Ghana","Early growth (post-revenue)","US$500k–US$2.5m (ESTIMATE, prior knowledge)","Fund I ~US$20m+ (ESTIMATE, prior knowledge)","Women-serving consumer and healthcare businesses in Nigeria – TO VALIDATE","Adesuwa Okunbo Rhodes – confirm on team page","Founder & Managing Partner","https://www.aruwacapital.com","Website contact page; LinkedIn to founder","Possible – via Lagos women's-health and gender-lens investing networks","https://www.aruwacapital.com","Unverified (prior knowledge)","Gender-lens thesis is a strong narrative match but stage is post-revenue.","A Lagos gender-lens investor with healthcare in mandate, whose thesis of businesses serving Nigerian women is the same story as MaternaLink.","Aruwa invests in revenue-generating Nigerian businesses, and Vytalix is a pre-formation UK entity without a Nigerian company or revenue.","Open a relationship now on the maternal-health thesis and ask for advice on Nigerian pilot partners, positioning a first equity conversation after paid deployments.","12","5","8","8","11","8","3","6","0","1","1","0","1","1","1"
"P1 Ventures","Venture Capital","Pan-African seed VC (Egypt-rooted)","Egypt","Cairo (pan-African team – prior knowledge)","https://www.p1.ventures","https://www.linkedin.com/company/p1ventures","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed-stage technology companies across Africa in fintech, SaaS, AI, health-tech and consumer; Fund II ~US$50m (prior knowledge)","Health-tech in scope; specific names – TO VALIDATE","Software, AI, fintech","Pan-African (Egypt, Nigeria, Kenya, Morocco, South Africa)","Seed to Series A","US$250k–US$2m (ESTIMATE, prior knowledge)","Fund II ~US$50m (ESTIMATE, prior knowledge)","Pan-African fintech/SaaS names – TO VALIDATE","Mikael Hajjar – confirm on team page","Co-founder & Managing Partner (Hisham Halbouny, Co-founder & Managing Partner, also listed – confirm)","https://www.p1.ventures","Website contact page; LinkedIn to managing partner","Possible – via Cairo/Lagos founder networks","https://www.p1.ventures","Unverified (prior knowledge)","Prior-knowledge record; confirm current fund and health appetite.","A seed fund with a US$50m pan-African mandate that includes health-tech and AI, giving it capacity to lead MaternaLink's seed round.","P1 backs Africa-based founders with product-market signals, which Vytalix cannot yet show.","Position MaternaLink as an AI-ready care-coordination platform (non-diagnostic v1, AI research track later) and approach after first pilot data.","11","11","11","8","7","4","2","7","0","1","1","0","1","1","1"
"Ajim Capital","Venture Capital","Africa pre-seed micro-VC (US-based)","United States","Austin, Texas","https://www.ajimcapital.com","https://www.linkedin.com/company/ajim-capital","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Pre-seed and seed African tech startups, sector-agnostic, with a US$10m+ debut fund (prior knowledge)","Health-tech eligible; specific investees – TO VALIDATE","Software, fintech, marketplaces","Pan-African, Nigeria and Kenya heavy","Pre-seed and Seed","US$50k–US$250k (ESTIMATE, prior knowledge)","~US$10m Fund I (ESTIMATE, prior knowledge)","African pre-seed startups – TO VALIDATE on portfolio page","Eunice Ajim – confirm on website","Founder & Managing Partner","https://www.ajimcapital.com","Website pitch form; LinkedIn to founder","Possible – via African diaspora founder networks in the US","https://www.ajimcapital.com","Unverified (prior knowledge)","Small cheques, diaspora-friendly; good fit for a first close.","A diaspora-led micro-VC writing the smallest cheques in this list, suited to a pre-seed first close for a UK-based African-focused founder.","Ajim expects a working product with users in an African market, and MaternaLink is a prototype with no users.","Approach with the MVP dashboard plus a Nigerian pilot LOI and ask for a small pre-seed cheque alongside UK angels.","10","15","13","8","6","4","3","5","0","1","1","0","1","1","1"
"Savannah Fund","Venture Capital","Africa seed fund (Nairobi)","Kenya","Nairobi","https://savannah.vc","https://www.linkedin.com/company/savannah-fund","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed-stage technology startups in Sub-Saharan Africa; one of the earliest Africa seed funds (2012); Fund II with follow-on capacity (prior knowledge)","Health-tech eligible; specific names – TO VALIDATE","Software, fintech, marketplaces, AI","Sub-Saharan Africa (Kenya, Nigeria, South Africa, Rwanda)","Seed","US$25k–US$500k (ESTIMATE, prior knowledge)","Fund II ~US$25m target (ESTIMATE, prior knowledge)","East African seed companies – TO VALIDATE","Mbwana Alliy – confirm on website","Founder & Managing Partner","https://savannah.vc","Website application/contact page; LinkedIn to founder","Possible – via Nairobi founder network","https://savannah.vc","Unverified (prior knowledge)","Prior-knowledge record.","A long-standing Nairobi seed investor with small first cheques, relevant if MaternaLink's Africa track adds Kenya.","Savannah Fund backs founders on the ground in East Africa, and Vytalix has no Kenyan presence or team.","Approach only with a Kenya pilot partner; otherwise keep as a network contact for the East Africa expansion.","10","13","12","8","6","4","2","6","0","1","1","0","1","1","1"
"EchoVC Partners","Venture Capital","Africa seed/early-stage VC (Lagos)","Nigeria","Lagos","https://www.echovc.com","https://www.linkedin.com/company/echovc-partners","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and early-stage technology companies in Africa and underserved markets; runs the EchoVC Eco pre-seed fund (prior knowledge)","Health-tech has been in scope; specific health investees – TO VALIDATE","Software, fintech, AI, agritech","Pan-African with Nigeria emphasis","Pre-seed to Series A","US$100k–US$1m (ESTIMATE, prior knowledge)","Not publicly disclosed (prior knowledge)","Nigerian early-stage tech companies – TO VALIDATE","Eghosa Omoigui – confirm on team page","Founder & Managing General Partner","https://www.echovc.com","Website contact page; LinkedIn to managing general partner","Possible – via Lagos founder network","https://www.echovc.com","Unverified (prior knowledge)","Founder is a prominent Lagos VC voice; prior-knowledge record.","A Lagos-based early-stage investor with a pre-seed vehicle, which can validate and fund MaternaLink's Nigeria track close to the Ekiti conversations.","EchoVC will want a Nigerian company with a full-time local team and evidence the Ekiti proposal is live, given mDoc's incumbent programme in the state.","Lead with differentiation from mDoc (care coordination and referral workflow rather than coaching) and a Nigerian operating entity, then ask for a pre-seed cheque.","11","13","12","8","9","5","2","7","0","1","1","0","1","1","1"
"Consonance Investment Managers","Venture Capital","Africa early-stage VC (Lagos)","Nigeria","Lagos","https://www.consonanceinvestment.com","https://www.linkedin.com/company/consonance-investment-managers","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage technology and tech-enabled businesses in Sub-Saharan Africa including health, education and financial services (prior knowledge)","Health has been a named sector; specific holdings – TO VALIDATE","Tech-enabled services","Nigeria and Sub-Saharan Africa","Seed to Series A","US$250k–US$2m (ESTIMATE, prior knowledge)","Not publicly disclosed (prior knowledge)","Nigerian health and education companies – TO VALIDATE","Mobolaji Adeoye – confirm on team page","Founder & Managing Partner","https://www.consonanceinvestment.com","Website contact page; LinkedIn to managing partner","Possible – via Lagos health-tech founders","https://www.consonanceinvestment.com","Unverified (prior knowledge)","Prior-knowledge record; verify current fund activity.","A Lagos investor that has historically named health as a focus, relevant for MaternaLink's Nigeria seed round.","Consonance invests in Nigerian companies with operations and revenue, neither of which Vytalix has.","Share the maternal-health pathway and Ekiti learnings, then approach after a Nigerian entity and first pilot exist.","11","10","11","8","8","5","2","6","0","1","1","0","1","1","1"
"Atlantica Ventures","Venture Capital","Pan-African seed VC (Nairobi/Lagos/US)","Kenya","Nairobi (also Lagos and US – prior knowledge)","https://www.atlantica.vc","https://www.linkedin.com/company/atlantica-ventures","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed-stage technology companies across Africa in fintech, logistics, health-tech and SaaS; ~US$50m fund target (prior knowledge)","Health-tech in scope; specific names – TO VALIDATE","Software, fintech, SaaS","Pan-African (Kenya, Nigeria, Egypt, South Africa)","Seed to Series A","US$250k–US$1.5m (ESTIMATE, prior knowledge)","~US$50m target (ESTIMATE, prior knowledge)","Pan-African seed companies – TO VALIDATE","Aniko Szigetvari – confirm on team page","Founding Partner (Ik Kanu, Founding Partner, also listed – confirm)","https://www.atlantica.vc","Website contact page; LinkedIn to founding partner","Possible – via Nairobi/Lagos founder networks","https://www.atlantica.vc","Unverified (prior knowledge)","Prior-knowledge record.","A seed fund with both Nairobi and Lagos partners, able to support MaternaLink in both of Vytalix's likely African markets.","Atlantica wants Africa-based founding teams with early traction, not a UK parent with a proposal.","Approach after a Nigerian pilot with a data-backed care-coordination story and ask for a seed lead or co-lead.","11","11","11","8","7","4","2","6","0","1","1","0","1","1","1"
"Knife Capital","Venture Capital","South African Series A/B VC (Cape Town and London)","South Africa","Cape Town (also London – prior knowledge)","https://www.knifecap.com","https://www.linkedin.com/company/knife-capital","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Series A and B investments in innovation-driven, scalable South African and African tech companies; Knife Fund III ~US$50m (prior knowledge)","Health-tech not a core theme; portfolio is B2B software/hardware – TO VALIDATE","B2B software, deep tech","South Africa first, pan-African expansion","Series A and B","US$1m–US$5m (ESTIMATE, prior knowledge)","Fund III ~US$50m (ESTIMATE, prior knowledge)","DataProphet, Skynamo (prior knowledge – TO VALIDATE); no health names known","Keet van Zyl – confirm on team page","Co-founder & Partner (Andrea Böhmert, Co-founder & Partner, also listed – confirm)","https://www.knifecap.com","Website contact page; LinkedIn to partner; London presence useful for meetings","Possible – via London Africa-tech events","https://www.knifecap.com","Unverified (prior knowledge)","London office makes it reachable, but stage and sector are a weak fit.","One of the few African VCs with a London office, useful as a later-stage relationship and for South Africa market advice.","Knife Capital invests at Series A/B in South African-rooted companies and has no maternal-health thesis.","Track only; use London presence for ecosystem introductions rather than capital at this stage.","7","4","5","8","6","2","3","6","0","1","1","0","1","1","1"
"4Di Capital","Venture Capital","South African seed/Series A VC","South Africa","Cape Town","https://www.4dicapital.com","https://www.linkedin.com/company/4di-capital","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and Series A technology companies in South Africa and Africa, including health-tech, fintech and agritech; 4Di Exponential Tech Fund (prior knowledge)","Yes – has backed health data company LifeQ (prior knowledge – TO VALIDATE)","Software, health data, AI","South Africa, expanding pan-African","Seed to Series A","US$250k–US$2m (ESTIMATE, prior knowledge)","~US$30m+ across funds (ESTIMATE, prior knowledge)","LifeQ, Aerobotics (prior knowledge – TO VALIDATE)","Justin Stanford – confirm on team page","Co-founder & General Partner (Anton van Vlaanderen, Partner, also listed – confirm)","https://www.4dicapital.com","Website contact page; LinkedIn to general partner","Possible – via Cape Town health-tech founders","https://www.4dicapital.com","Unverified (prior knowledge)","Health-data experience is relevant to MaternaLink's future AI track.","A Cape Town VC with health-data portfolio experience that can help shape MaternaLink's data governance and future AI roadmap.","4Di invests mainly in South African companies and Vytalix has no South Africa plan.","Approach only if South Africa becomes the third market; otherwise seek advice on health-data compliance via a warm intro.","12","11","11","8","7","4","2","6","0","1","1","0","1","1","1"
"HAVAÍC","Venture Capital","South African early-stage VC","South Africa","Cape Town","https://www.havaic.com","https://www.linkedin.com/company/havaic","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage South African and African technology companies with global potential; multiple funds incl. Universum Core African Fund (prior knowledge)","Health-tech eligible; specific investees – TO VALIDATE","Software, fintech, health-tech","South Africa and pan-African","Seed to Series A","US$250k–US$1.5m (ESTIMATE, prior knowledge)","Not publicly disclosed (prior knowledge)","South African early-stage tech – TO VALIDATE","Ian Lessem – confirm on team page","Managing Partner","https://www.havaic.com","Website contact page; LinkedIn to managing partner","Possible – via Cape Town founder network","https://www.havaic.com","Unverified (prior knowledge)","Prior-knowledge record.","An early-stage Cape Town fund that backs African companies with international ambition, compatible with a UK-based company expanding into Africa.","HAVAÍC's deal flow is South African and it expects revenue, so a pre-formation UK entity aimed at Nigeria is off-thesis.","Keep as an ecosystem contact for Southern Africa; approach only with a South Africa expansion plan.","9","10","11","8","5","3","2","5","0","1","1","0","1","1","1"
