"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Cross-Border Impact Ventures","Venture Capital","Impact VC – women's, children's and adolescent health technologies for emerging markets","Canada","Toronto","https://www.crossborderimpact.com/","https://www.linkedin.com/company/cross-border-impact-ventures","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Women's and Children's Health Technology Fund: commercial-stage health-tech companies whose products reach women and children in emerging markets as well as North America/Europe","Yes – exclusively women's, children's and adolescent health","Medical devices, diagnostics, digital health, therapeutics","North America and Europe companies with emerging-market (Africa, South Asia, Latin America) reach","Series A / B (commercial-stage); occasional earlier","ESTIMATE $1m–$5m","Women's and Children's Health Technology Fund ~US$90m+ target (TO VALIDATE)","Maternal and newborn health technologies with Africa deployment (names TO VALIDATE on official site)","Annie Thériault","Managing Partner – confirm on team page","https://www.crossborderimpact.com/","Website contact form at crossborderimpact.com; LinkedIn to Annie Thériault","Possible – via Grand Challenges Canada / global-health innovation networks","","Unverified (prior knowledge)","Prior knowledge; not checked this session. The clearest thesis match for MaternaLink's Nigeria/Africa maternal ambition among North American funds, but it invests in commercial-stage companies.","Its fund exists specifically to scale women's and children's health technologies into emerging markets such as Nigeria, which is MaternaLink's second market.","Vytalix is pre-revenue and pre-product, far earlier than the commercial-stage companies the fund targets.","Open a long-term relationship now, sharing the Ekiti proposal and UK pilot plan, and ask for guidance on evidence requirements for a future Series A.","17","6","6","9","12","10","2","8","0","1","1","0","1","1","0"
"Nina Capital","Venture Capital","Specialist early-stage health-tech VC (regulated AIFM, three funds)","Spain","Barcelona","https://www.nina.capital/","https://www.linkedin.com/company/ninacapital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.nina.capital/contact","Pre-seed and seed health-tech companies with global ambitions; needs-led investing; Founder & Partner network; three venture funds managed by Nina Capital SGEIC, S.A. (authorised AIFM)","Yes – exclusively health technology (digital health, medtech, health data, AI)","AI, software, data, digital therapeutics, connected devices","Europe (incl. UK), Israel, North America – global ambition companies","Pre-seed and seed (first cheque), follow-on to Series A","ESTIMATE €250k–€1.5m first cheque","Fund III ~€50m+ (ESTIMATE; TO VALIDATE)","30+ health-tech companies including several UK-headquartered ones (see https://www.nina.capital/companies – names TO VALIDATE)","Marta G. Zanchi","Founder & Managing Partner (GP Marc Subirats; Partner & Head of Investments Sebastian Anastassiou) – confirm on team page","https://www.nina.capital/team","Web contact page: https://www.nina.capital/contact; LinkedIn to Marta G. Zanchi / Sebastian Anastassiou","Possible – via Nina's Founder & Partner network or UK portfolio founders","https://www.nina.capital/contact;https://www.nina.capital/team;https://www.nina.capital/companies;https://www.nina.capital/founder-partner-network;https://www.linkedin.com/company/ninacapital/;https://dhbriefs.com/dbentry/nina-capital/","2026-09-07","Official contact page shows address C. Tuset 20, 5, 08006 Barcelona (2026-09-07). An earlier search had shown C. Balmes 211, Barcelona – possibly a previous address; use Tuset 20. Official site publishes diversity@nina.capital (D&I enquiries) and sustainability@nina.capital (ESG) – not for pitches. No phone on official pages.","Nina is a pure-play pre-seed health-tech investor that backs UK companies, making it one of the few EU funds that could lead Vytalix's first round.","Nina invests in needs-validated products with founding teams in place, while Vytalix has no clinical partner, no incorporated entity and unresolved IP.","Use Nina's needs-led framework: present the maternal-care-coordination unmet need with MBRRACE-UK evidence and a defined first NHS trust pilot.","18","14","13","8","10","6","3","7","0","2","1","0","1","1","1"
"Heal Capital","Venture Capital","Digital-health VC backed by German private health insurers (PKV)","Germany","Berlin","https://www.healcapital.com/","https://www.linkedin.com/company/heal-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","info@healcapital.com","https://www.healcapital.com/imprint","Digital health and health-tech companies (early growth: seed to Series B) in Europe; €100m Fund I raised from German private health insurers, Fund II in progress","Yes – exclusively digital health / health-tech","Digital care delivery, AI, medtech software, health data","DACH and Europe (incl. UK selectively)","Seed to Series B","€1m–€5m (ESTIMATE)","€100m Fund I (2020); Fund II TO VALIDATE","European digital-health companies (see https://www.healcapital.com/portfolio)","Christian Lautner and Eckhardt Weber","Managing Partners (named as management on official imprint) – confirm on team page","https://www.healcapital.com/imprint","Email info@healcapital.com; LinkedIn to partners","No known route","https://www.healcapital.com/imprint;https://www.healcapital.com/team;https://www.healcapital.com/portfolio;https://www.healcapital.com/fund;https://www.healcapital.com/","2026-09-07","Official imprint: heal.capital Management GmbH, Rosenthaler Str. 49, 10178 Berlin; BaFin-registered AIFM. A phone number (+49 228 4198-0) appearing in the search summary is BaFin's, not Heal's – not recorded. Insurer-backed fund with strong German payer network.","Heal invests solely in European digital health and its insurer LPs value care-coordination products that reduce complications.","Heal's minimum cheque and DACH payer focus do not match a UK/Nigeria pre-seed company.","Position for a future seed/Series A once a UK pilot exists, and use the info@ route now for feedback on reimbursement pathways.","17","9","8","7","9","5","3","7","0","1","1","1","1","0","1"
"Speedinvest (Health & TechBio team)","Venture Capital","Pan-European pre-seed/seed VC with specialist Health team; also Africa/MEA strategy","Austria","Vienna (offices incl. London, Berlin, Paris, Munich)","https://www.speedinvest.com/","https://www.linkedin.com/company/speedinvest/","","+43 660 776 1109","","https://www.speedinvest.com/legal/imprint","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","office@speedinvest.com","https://www.speedinvest.com/legal/imprint","Pre-seed to Series A across Deep Tech, Fintech, Health & TechBio, Industrial Tech, Marketplaces & Consumer, SaaS & Infra; 400+ portfolio companies; dedicated Middle East, Africa & growth-markets team","Yes – dedicated Health & TechBio investment team (digital health, AI in care, techbio)","AI, software platforms, health data, techbio","Europe (incl. UK via London office) and Africa/Middle East via dedicated team","Pre-seed, seed, Series A","€500k–€3m (pre-seed from ~€300k) – ESTIMATE","~€1bn AUM across funds (Speedinvest 4 €500m, 2023)","Health portfolio includes European digital-health companies; Africa portfolio via MEA team (names TO VALIDATE on portfolio page)","Andrea Zitna","Partner, Health & TechBio – confirm on team page","https://www.speedinvest.com/team","Pitch via 'Connect' page: https://www.speedinvest.com/connect; general office@speedinvest.com","Possible – via Speedinvest portfolio founders in UK/Africa","https://www.speedinvest.com/legal/imprint;https://www.speedinvest.com/connect;https://www.speedinvest.com/team;https://www.speedinvest.com/middle-east-africa-and-beyond;https://www.speedinvest.com/portfolio;https://www.speedinvest.com/","2026-09-07","Official imprint (2026-09-07): Speedinvest GmbH, Nordbergstraße 1/1/71, 1090 Vienna; phone +43 660 776 1109 (corporate number in mobile format as shown on imprint); FN 363581 d. The 'Connect' page is the official pitch route and lists six EMEA offices. Rare combination of health team plus Africa team.","Speedinvest combines a specialist health team, a London office and an Africa/MEA strategy, covering both of Vytalix's markets at pre-seed.","Speedinvest expects a full-time technical founding team and early product signal, which Vytalix cannot yet evidence.","Submit through the Connect form to the Health team with a UK-first maternal care-coordination thesis and flag the Nigeria government pipeline for the MEA team.","16","14","12","9","10","5","4","8","3","2","1","1","1","1","1"
"Calm/Storm Ventures","Venture Capital","Boutique health-tech seed VC and founder network","Austria","Vienna","https://www.calmstorm.vc/","https://www.linkedin.com/company/calmstorm/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","hello@calmstorm.vc","https://www.calmstorm.vc/legal/imprint","Early-stage purpose-driven health-tech companies across Europe and the US; exclusive founder network and 'Academy' support; ~50+ investments","Yes – exclusively health-tech (mental health, women's health, chronic care, care delivery)","Digital health, AI, consumer health, health SaaS","Europe (incl. UK) and United States","Pre-seed and seed","ESTIMATE €100k–€500k","Fund II ~€30m (ESTIMATE; TO VALIDATE)","Probably Genetic and other early health-tech companies (see https://www.calmstorm.vc/portfolio); women's-health founders in network (e.g., Madison Campbell profile page)","Lucanus Polagnoli","Founding Partner (Managing Directors per imprint: Lucanus Polagnoli, Stephanie Urbanski) – confirm on team page","https://www.calmstorm.vc/team/lucanus-polagnoli","Email hello@calmstorm.vc; LinkedIn to Lucanus Polagnoli","Possible – via Calm/Storm founder network members","https://www.calmstorm.vc/legal/imprint;https://www.calmstorm.vc/team;https://www.calmstorm.vc/team/lucanus-polagnoli;https://www.calmstorm.vc/portfolio;https://www.calmstorm.vc/;https://www.calmstorm.vc/support","2026-09-07","Official imprint (2026-09-07): Goldeggasse 26/10, 1040 Vienna; FN 524428v; no phone listed. Small cheques and pre-seed appetite fit Vytalix's first round.","Calm/Storm writes small pre-seed health-tech cheques across Europe and the US and has backed women's-health founders.","The fund backs founders with prior operating or clinical track records, and Vytalix's team and IP structure are undocumented.","Email hello@ with a crisp purpose-driven narrative on maternal-health disparities and a request to join the founder network alongside a small cheque.","17","14","13","7","8","6","4","6","0","1","1","1","1","1","1"
"Kaya VC","Venture Capital","Early-stage VC (CEE/Europe) with health-tech interest","Czech Republic","Prague","https://www.kaya.vc/","https://www.linkedin.com/company/kaya-vc/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and Series A investments in Prague, Warsaw and the CEE region plus selected European companies; €270m across five funds; sectors include health-tech, SaaS, marketplaces","Partial – health-tech is a recurring theme (e.g., digital health and medtech investments)","Software, digital health, AI","Central & Eastern Europe, broader Europe opportunistically","Seed and Series A","€500k–€3m (ESTIMATE)","€270m total AUM across five funds (per CVCA listing)","Health-tech names TO VALIDATE on kaya.vc portfolio","Tomáš Pačinda","Partner – confirm on team page","https://cvca.cz/en/kaya-vc-2/","Website contact at kaya.vc; LinkedIn to partners","No known route","https://cvca.cz/en/kaya-vc-2/;https://www.kaya.vc/;https://www.privateequityinternational.com/institution-profiles/kaya-vc.html","2026-09-07","Address per CVCA (Czech VC association official listing): Thámova 183/11, 186 00 Prague 8 – Karlín. No phone on official sources (checked 2026-09-07). Geographic focus on CEE reduces fit for a UK/Nigeria company.","Kaya is an active seed investor with health-tech exposure that invests across Europe.","Kaya's mandate centres on CEE-connected founders, and Vytalix has no CEE link.","Low-priority; approach only with a CEE co-founder, engineering hub or co-investor angle.","10","12","10","6","4","2","3","4","0","1","1","0","1","0","1"
"Karista","Venture Capital","Early-stage VC (Health, Digital, Tech, NewSpace) – ex-CapDecisif","France","Paris","https://www.karista.vc/","https://www.linkedin.com/company/karista/","","+33 1 75 00 01 00","","https://www.karista.vc/contact","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","contact@karista.vc","https://www.karista.vc/contact","Early-stage venture capital since 2001 in Health (medtech, digital health, biotech), Digital/Tech and NewSpace; manages regional and thematic funds","Yes – health is a core practice (medtech, digital health, biotech)","Digital health, medtech, deep tech","France primarily; Europe opportunistically","Seed and Series A","€500k–€3m (ESTIMATE)","Several hundred million euros under management (ESTIMATE; TO VALIDATE)","French digital-health and medtech companies (TO VALIDATE on karista.vc portfolio)","Baudouin Hue","General Partner – confirm on team page","https://www.karista.vc/team","Contact page: https://www.karista.vc/contact; email contact@karista.vc; phone +33 1 75 00 01 00","No known route","https://www.karista.vc/contact;https://www.karista.vc/legal-notice;https://www.karista.vc/team;https://www.karista.vc/;https://www.franceinvest.eu/en/annuaire/karista/","2026-09-07","Official contact page (2026-09-07): 45 rue Boissière, 75116 Paris; phone +33 1 75 00 01 00; contact@karista.vc. Karista has warned publicly about fraudulent forms impersonating it – use only the official domain. France-centric mandate lowers fit.","Karista is a reachable health-focused seed investor with a published phone and email, useful for European co-investor mapping.","Karista invests predominantly in French companies, so a UK-domiciled startup without a French entity is unlikely to qualify.","Treat as a network contact rather than a lead; approach if a French subsidiary or French clinical partner emerges.","13","12","10","6","5","3","5","5","3","1","1","1","1","0","1"
"Inkef (Healthcare team)","Venture Capital","Early-stage VC (Healthcare and Technology) backed by Dutch pension fund ABP","Netherlands","Amsterdam","https://www.inkef.com/","https://www.linkedin.com/company/inkef-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed to Series A in healthcare (medtech, digital health, biotech) and technology; long-term capital from ABP; €500m+ AUM","Yes – dedicated healthcare team","Digital health, medtech, AI","Netherlands and Europe (incl. UK)","Seed and Series A (prefers to lead)","€1m–€5m (ESTIMATE)","€500m+ evergreen-style capital (ESTIMATE; TO VALIDATE)","European digital-health and medtech companies (TO VALIDATE)","Roel Bulthuis","Managing Partner, Healthcare – confirm on team page","https://www.inkef.com/","Website contact at inkef.com; LinkedIn to healthcare partners","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Ticket sizes above Vytalix's first round.","Inkef's patient capital and healthcare team back European digital-health companies from seed with follow-on capacity.","Inkef prefers to lead €1m+ rounds in companies with product and clinical partners, which Vytalix lacks.","Position as a Series A target and ask for feedback on the evidence package a maternal care-coordination platform would need.","15","9","7","7","8","4","2","7","0","1","1","0","1","0","0"
"Elaia","Venture Capital","Deep-tech and digital VC with health practice","France","Paris","https://www.elaia.com/","https://www.linkedin.com/company/elaia/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed to Series A in deep tech and digital (AI, software, health-tech/AI for health); manages funds with university partnerships (e.g., PSL Innovation Fund)","Partial – health-tech / AI-for-health is a stated vertical","AI, data, software, digital health","France and Europe","Seed and Series A","€300k–€5m (ESTIMATE)","~€700m AUM (ESTIMATE; TO VALIDATE)","AI-health companies (TO VALIDATE on elaia.com)","Samantha Jérusalmy","Partner (health and digital investments) – confirm on team page","https://www.elaia.com/","Website pitch/contact form at elaia.com; LinkedIn to partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Interest in AI-for-health could suit MaternaLink's v3 research track, but France-centric.","Elaia backs AI-driven health companies at seed and understands academic/clinical data partnerships.","Vytalix's v1 is a non-AI care-coordination product and the company has no French or deep-tech anchor.","Present the multimodal Maternal Instability Score research track (clearly labelled as future, validation-dependent) as the deep-tech hook.","12","12","10","6","5","3","2","5","0","1","1","0","1","0","0"
"Sofinnova Partners (Digital Medicine strategy)","Venture Capital","Life-sciences VC with dedicated Digital Medicine fund","France","Paris (also London, Milan)","https://www.sofinnovapartners.com/","https://www.linkedin.com/company/sofinnova-partners/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Life sciences across biopharma, medtech, industrial biotech and Digital Medicine (software as a medical device, AI diagnostics, digital therapeutics); €2.5bn+ AUM","Yes – exclusively healthcare/life sciences; Digital Medicine strategy invests in digital health with clinical evidence","AI/ML diagnostics, SaMD, digital therapeutics","Europe (incl. UK) and North America","Seed to Series B (Digital Medicine typically seed/Series A)","€1m–€10m (ESTIMATE)","Digital Medicine Fund I ~€150m (ESTIMATE; TO VALIDATE); firm AUM €2.5bn+","Digital-medicine companies with regulatory pathways (TO VALIDATE)","Simon Turner","Partner, Sofinnova Digital Medicine – confirm on team page","https://www.sofinnovapartners.com/","Website contact/submission at sofinnovapartners.com (offices Paris/London); LinkedIn to Digital Medicine partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Requires clinical-evidence-based digital medicine – relevant only to MaternaLink's future SaMD track.","Sofinnova's Digital Medicine team backs regulated AI diagnostics, the pathway MaternaLink's future risk-prediction work would follow.","Vytalix's v1 is non-diagnostic and there is no data, model or clinical validation to underwrite a digital-medicine thesis.","Engage for advisory input on a UK MDR/MHRA SaMD roadmap and keep as a Series A prospect once a validation study is designed.","14","8","6","7","9","4","2","8","0","1","1","0","1","0","0"
"Cathay Health","Venture Capital","Global health-tech VC (Cathay Capital affiliate)","France","Paris (also New York, Shanghai, Munich)","https://www.cathay.health/","https://www.linkedin.com/company/cathay-health/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed to Series B in health-tech across Europe, North America and Asia; part of Cathay Capital platform","Yes – exclusively health-tech and digital health","Digital health, AI, medtech, techbio","Europe (incl. UK), US, Asia","Seed to Series B","€1m–€5m (ESTIMATE)","~€150m–€200m target (ESTIMATE; TO VALIDATE)","Digital-health companies in Europe and US (TO VALIDATE)","Jacky Abitbol","Managing Partner – confirm on team page","https://www.cathay.health/","Website contact at cathay.health; LinkedIn to managing partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session.","Cathay Health invests cross-border in digital health from seed and has a global platform useful for later expansion.","Its cheques and diligence expect a product with early commercial traction, not a pre-formation company.","Build the relationship for seed-plus/Series A with a UK pilot in hand; use Cathay's Asia/US reach as a scaling narrative later.","15","9","7","7","7","4","2","7","0","1","1","0","1","0","0"
"Capricorn Partners (Health-Tech fund)","Venture Capital","Multi-fund VC with dedicated health-tech fund","Belgium","Leuven","https://www.capricorn.be/","https://www.linkedin.com/company/capricorn-partners/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Thematic funds in Health-Tech, Digital, Sustainable Chemistry, Fusion; Health-Tech fund invests in medtech, diagnostics and digital health across Europe","Yes – dedicated Capricorn Health-Tech fund","Medtech, diagnostics, digital health","Benelux and Europe (incl. UK)","Seed to Series B","€1m–€5m (ESTIMATE)","Health-Tech fund ~€80m (ESTIMATE; TO VALIDATE)","European medtech and digital-health companies (TO VALIDATE)","Katrin Geyskens","Partner, Health-Tech – confirm on team page","https://www.capricorn.be/","Website contact at capricorn.be; LinkedIn to health-tech partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Ticket above Vytalix's first round.","Capricorn's dedicated health-tech fund invests across Europe including UK companies.","The fund seeks clinically validated products and Vytalix has none.","Keep as a Series A prospect; request evidence-requirements guidance now.","14","8","7","7","6","3","2","6","0","1","1","0","1","0","0"
"XAnge","Venture Capital","Early-stage tech and impact VC (Siparex group) with health/impact practice","France","Paris (also Munich, Berlin)","https://www.xange.vc/","https://www.linkedin.com/company/xange/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and Series A in digital, deep tech and impact (incl. health) in France and DACH; part of Siparex","Partial – health-tech and impact-health are investment themes","Software, digital health, AI","France, Germany, Europe","Seed and Series A","€500k–€5m (ESTIMATE)","~€600m AUM (ESTIMATE; TO VALIDATE)","Digital-health names TO VALIDATE","Cyril Bertrand","Managing Partner – confirm on team page","https://www.xange.vc/","Website pitch form at xange.vc; LinkedIn to partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session.","XAnge combines impact and health themes at seed, and MaternaLink's equity mission fits an impact lens.","France/DACH geographic mandate excludes a UK/Nigeria-focused company.","Low priority; only approach with a French/German co-investor or partner.","10","12","10","6","4","3","2","5","0","1","1","0","1","0","0"
"Wellington Partners (Life Sciences)","Venture Capital","Life-sciences VC investing in medtech, digital health and biotech","Germany","Munich (also Zurich)","https://www.wellington-partners.com/","https://www.linkedin.com/company/wellington-partners/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","European life-science companies: biotech, medtech, diagnostics and digital health; Wellington Partners Life Sciences funds","Yes – exclusively life sciences and health","Medtech, diagnostics, digital health","Europe (incl. UK)","Series A and B (some seed)","€2m–€10m (ESTIMATE)","Life Sciences Fund V ~€210m (ESTIMATE; TO VALIDATE)","European medtech/digital-health companies (TO VALIDATE)","Rainer Strohmenger","Managing Partner – confirm on team page","https://www.wellington-partners.com/","Website contact at wellington-partners.com; LinkedIn to partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Growth-oriented; low stage/ticket fit.","Wellington has long health-sector experience in Europe and invests in UK companies.","It invests at Series A/B in validated technologies, far beyond Vytalix's stage.","Long-term Series A/B prospect only; no outreach now.","13","5","4","7","5","2","2","6","0","1","1","0","1","0","0"
"Earlybird Health","Venture Capital","Health-focused fund of Earlybird Venture Capital","Germany","Munich / Berlin","https://earlybird.com/health/","https://www.linkedin.com/company/earlybird-venture-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Earlybird Health fund invests in medtech, diagnostics, digital health and biotech across Europe; Earlybird overall has €2bn+ AUM","Yes – dedicated health fund","Digital health, medtech, diagnostics","Europe (incl. UK)","Seed to Series B","€1m–€8m (ESTIMATE)","Earlybird Health Fund ~€170m–€200m (ESTIMATE; TO VALIDATE)","European digital-health and medtech companies (TO VALIDATE)","Thom Rasche","Partner, Earlybird Health – confirm on team page","https://earlybird.com/health/","Pitch submission via earlybird.com; LinkedIn to health partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session.","Earlybird Health is a dedicated European health fund that invests from seed and backs UK companies.","Its health team targets validated medtech/digital-health with clinical data, not pre-formation concepts.","Series A prospect; share progress updates after UK pilot milestones.","15","8","7","7","7","3","2","7","0","2","1","0","1","0","0"
"Peppermint VenturePartners","Venture Capital","Digital-health / medtech early-stage VC","Germany","Berlin","https://www.peppermint-vp.com/","https://www.linkedin.com/company/peppermint-venturepartners/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage investments in digital health, medtech and healthcare services in Europe (Charité BIH Fund and Peppermint funds)","Yes – exclusively healthcare","Digital health, medtech, AI","Germany/DACH and Europe","Seed and Series A","€500k–€3m (ESTIMATE)","~€100m across funds (ESTIMATE; TO VALIDATE)","German digital-health companies (TO VALIDATE)","Ingeborg Neumann","Managing Partner – confirm on team page","https://www.peppermint-vp.com/","Website contact at peppermint-vp.com; LinkedIn to managing partner","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Links to Charité (Berlin university hospital).","Peppermint invests early in European digital health and has hospital-system ties via Charité.","DACH-centric mandate and lack of UK/Africa portfolio.","Low priority; approach if a German clinical partner or DiGA pathway becomes relevant.","14","11","9","6","6","3","2","5","0","1","1","0","1","0","0"
"Norrsken VC","Venture Capital","Impact VC (Europe) – sister fund Norrsken22 invests in Africa","Sweden","Stockholm","https://www.norrskenvc.com/","https://www.linkedin.com/company/norrsken-vc/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Impact-driven early-stage tech companies in Europe addressing SDGs (health, climate, education, financial inclusion); Norrsken22 (separate fund) invests in African growth-stage tech","Partial – health is one of several SDG-aligned themes","Software, AI, digital health","Europe (incl. UK) for Norrsken VC; Africa for Norrsken22","Seed and Series A (Norrsken VC); Series A/B (Norrsken22)","€500k–€5m (ESTIMATE)","Norrsken VC Fund II €320m (2023) – TO VALIDATE","Impact health-tech companies in Europe; Norrsken22 African portfolio (names TO VALIDATE)","Agate Freimane","General Partner – confirm on team page","https://www.norrskenvc.com/","Pitch form at norrskenvc.com; LinkedIn to GP; Norrsken House events (Stockholm, Kigali, Barcelona)","Possible – via Norrsken House Kigali or Norrsken Foundation community","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Norrsken22 is a separate fund (growth-stage Africa) – treat as network rather than pre-seed capital.","Norrsken's impact mandate covers health equity and its Africa sister fund gives credibility on the Nigeria expansion story.","Norrsken VC's cheque size and measurable-impact bar exceed what a pre-formation company can evidence.","Pitch MaternaLink as an SDG-3 impact venture with a defined impact metric (maternal complications detected/escalated) and ask for a Norrsken House community connection now.","12","11","9","8","9","6","3","8","0","2","1","0","1","1","0"
"Lightrock","Venture Capital","Global impact growth investor (LGT-backed) with UK, Africa and India platforms","United Kingdom / Switzerland","London","https://www.lightrock.com/","https://www.linkedin.com/company/lightrock/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Impact-driven growth-stage companies in Europe, Africa/Middle East, India and Latin America across health, education, fintech and climate","Partial – healthcare is a core impact theme (e.g., affordable care delivery in Africa/India)","Tech-enabled services, digital health platforms","Europe (incl. UK), Africa, India, Latin America","Growth (Series B+), occasional Series A","$10m–$50m (ESTIMATE)","~$3bn+ AUM (ESTIMATE; TO VALIDATE)","African and Indian health platforms (e.g., mPharma, Reliance Health – TO VALIDATE current holdings)","Pål Erik Sjåtil","CEO & Managing Partner – confirm on team page","https://www.lightrock.com/","Website contact at lightrock.com; LinkedIn to Africa health team","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Growth-stage – no fit for first rounds but strong Africa health network.","Lightrock backs affordable-care platforms in Africa from London, the exact corridor Vytalix wants to build.","Lightrock writes eight-figure growth cheques and cannot participate at pre-seed.","Treat as a long-term Series B target and a source of Africa health-system introductions.","13","3","2","10","10","6","2","9","0","1","1","0","1","0","0"
"Crista Galli Ventures","Venture Capital","Health-tech seed VC (family-office backed)","Denmark / United Kingdom","Copenhagen / London","https://www.cristagalliventures.com/","https://www.linkedin.com/company/crista-galli-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and Series A health-tech investments across Europe and the UK; family-office-backed with medical-industry heritage","Yes – exclusively health-tech (digital health, medtech, diagnostics)","Digital health, AI, medtech","Nordics, UK, Europe","Seed and Series A","€500k–€3m (ESTIMATE)","Not publicly disclosed (family-office capital)","UK and Nordic digital-health companies (TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact at cristagalliventures.com; LinkedIn to investment team","No known route","","Unverified (prior knowledge)","Prior knowledge; not checked this session. Team names not confirmed – verify on official site.","Crista Galli is a health-only seed investor with a London presence and UK portfolio.","It backs companies with an initial product and clinical champions, which Vytalix has not yet secured.","Approach once a UK clinical advisor is signed, emphasising care-coordination for high-risk pregnancies.","16","12","10","8","7","4","2","5","0","1","0","0","1","0","0"
